E:\selfdrive\IMG\center_2021_08_05_16_36_25_628.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_25_628.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_25_628.jpg,0,0,0,1.952675E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_25_695.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_25_695.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_25_695.jpg,0,0,0,4.769159E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_25_762.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_25_762.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_25_762.jpg,0,0,0,7.829087E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_25_830.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_25_830.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_25_830.jpg,0,0,0,1.264148E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_25_899.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_25_899.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_25_899.jpg,0,0,0,2.766938E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_25_965.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_25_965.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_25_965.jpg,0,0,0,1.197765E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_26_033.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_26_033.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_26_033.jpg,0,0,0,1.154561E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_26_100.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_26_100.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_26_100.jpg,0,0,0,1.220639E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_26_168.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_26_168.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_26_168.jpg,0,0,0,1.314811E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_26_235.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_26_235.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_26_235.jpg,0,0,0,1.20942E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_26_304.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_26_304.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_26_304.jpg,0,0,0,7.289557E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_26_371.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_26_371.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_26_371.jpg,0,0,0,6.909513E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_26_439.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_26_439.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_26_439.jpg,0,0,0,4.58106E-07
E:\selfdrive\IMG\center_2021_08_05_16_36_26_507.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_26_507.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_26_507.jpg,0,0,0,2.940137E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_26_574.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_26_574.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_26_574.jpg,0,0,0,1.056881E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_26_642.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_26_642.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_26_642.jpg,0,0,0,3.470639E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_26_709.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_26_709.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_26_709.jpg,0,0,0,2.760795E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_26_776.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_26_776.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_26_776.jpg,0,0,0,6.530263E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_26_843.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_26_843.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_26_843.jpg,0,0,0,5.758215E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_26_911.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_26_911.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_26_911.jpg,0,0,0,9.712469E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_26_980.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_26_980.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_26_980.jpg,0,0,0,7.347031E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_27_048.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_27_048.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_27_048.jpg,0,0,0,5.939992E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_27_116.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_27_116.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_27_116.jpg,0,0,0,6.796639E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_27_184.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_27_184.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_27_184.jpg,0,0,0,1.311062E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_27_251.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_27_251.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_27_251.jpg,0,0,0,4.199845E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_27_319.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_27_319.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_27_319.jpg,0,0,0,1.35784E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_27_386.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_27_386.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_27_386.jpg,0,0,0,7.459105E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_27_455.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_27_455.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_27_455.jpg,0,0,0,4.399488E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_27_523.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_27_523.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_27_523.jpg,0,0,0,3.717128E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_27_591.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_27_591.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_27_591.jpg,0,0,0,8.021941E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_27_659.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_27_659.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_27_659.jpg,0,0,0,1.330662E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_27_726.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_27_726.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_27_726.jpg,0,0,0,9.281035E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_27_793.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_27_793.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_27_793.jpg,0,0,0,6.394184E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_27_861.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_27_861.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_27_861.jpg,0,0,0,2.654048E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_27_929.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_27_929.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_27_929.jpg,0,0,0,2.824208E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_27_996.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_27_996.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_27_996.jpg,0,0,0,9.926233E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_28_064.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_28_064.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_28_064.jpg,0,0,0,4.167831E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_28_133.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_28_133.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_28_133.jpg,0,0,0,3.384773E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_28_200.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_28_200.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_28_200.jpg,0,0,0,8.554239E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_28_269.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_28_269.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_28_269.jpg,0,0,0,6.459034E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_28_336.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_28_336.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_28_336.jpg,0,0,0,2.145155E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_28_405.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_28_405.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_28_405.jpg,0,0,0,1.254859E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_28_472.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_28_472.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_28_472.jpg,0,0,0,3.36663E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_28_540.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_28_540.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_28_540.jpg,0,0,0,9.256995E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_28_606.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_28_606.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_28_606.jpg,0,0,0,1.606959E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_28_674.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_28_674.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_28_674.jpg,0,0,0,6.623185E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_28_742.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_28_742.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_28_742.jpg,0,0,0,1.847587E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_28_810.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_28_810.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_28_810.jpg,0,0,0,1.460361E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_28_879.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_28_879.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_28_879.jpg,0,0,0,2.258335E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_28_945.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_28_945.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_28_945.jpg,0,0,0,2.261949E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_29_012.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_29_012.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_29_012.jpg,0,0,0,8.825676E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_29_080.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_29_080.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_29_080.jpg,0,0,0,1.428724E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_29_147.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_29_147.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_29_147.jpg,0,0,0,2.388112E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_29_215.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_29_215.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_29_215.jpg,0,0,0,4.998494E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_29_283.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_29_283.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_29_283.jpg,0,0,0,1.964242E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_29_349.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_29_349.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_29_349.jpg,0,0,0,1.271979E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_29_417.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_29_417.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_29_417.jpg,0,0,0,7.089415E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_29_485.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_29_485.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_29_485.jpg,0,0,0,4.259607E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_29_551.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_29_551.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_29_551.jpg,0,0,0,1.463638E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_29_619.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_29_619.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_29_619.jpg,0,0,0,1.514586E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_29_686.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_29_686.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_29_686.jpg,0,0,0,1.796179E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_29_753.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_29_753.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_29_753.jpg,0,0,0,2.236421E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_29_821.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_29_821.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_29_821.jpg,0,0,0,7.754444E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_29_888.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_29_888.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_29_888.jpg,0,0,0,8.485439E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_29_955.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_29_955.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_29_955.jpg,0,0,0,1.247947E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_30_022.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_30_022.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_30_022.jpg,0,0,0,6.928611E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_30_091.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_30_091.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_30_091.jpg,0,0,0,1.908971E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_30_160.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_30_160.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_30_160.jpg,0,0,0,5.863678E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_30_228.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_30_228.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_30_228.jpg,0,0,0,2.609304E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_30_295.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_30_295.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_30_295.jpg,0,0,0,7.845714E-07
E:\selfdrive\IMG\center_2021_08_05_16_36_30_362.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_30_362.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_30_362.jpg,0,0,0,9.624635E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_30_431.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_30_431.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_30_431.jpg,0,0,0,1.361615E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_30_499.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_30_499.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_30_499.jpg,0,0,0,5.992209E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_30_567.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_30_567.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_30_567.jpg,0,0,0,7.568469E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_30_634.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_30_634.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_30_634.jpg,0,0,0,8.455007E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_30_700.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_30_700.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_30_700.jpg,0,0,0,7.189372E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_30_768.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_30_768.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_30_768.jpg,0,0,0,6.171013E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_30_837.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_30_837.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_30_837.jpg,0,0,0,7.927641E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_30_904.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_30_904.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_30_904.jpg,0,0,0,1.330446E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_30_972.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_30_972.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_30_972.jpg,0,0,0,8.224209E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_31_040.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_31_040.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_31_040.jpg,0,0,0,1.566985E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_31_106.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_31_106.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_31_106.jpg,0,0,0,1.560976E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_31_175.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_31_175.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_31_175.jpg,0,0,0,1.298367E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_31_242.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_31_242.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_31_242.jpg,0,0,0,3.162486E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_31_310.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_31_310.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_31_310.jpg,0,0,0,8.753224E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_31_378.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_31_378.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_31_378.jpg,0,0,0,3.201219E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_31_446.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_31_446.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_31_446.jpg,0,0,0,1.429424E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_31_513.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_31_513.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_31_513.jpg,0,0,0,2.921085E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_31_580.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_31_580.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_31_580.jpg,0,0,0,2.48769E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_31_648.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_31_648.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_31_648.jpg,0,0,0,1.965656E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_31_716.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_31_716.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_31_716.jpg,0,0,0,2.33164E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_31_783.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_31_783.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_31_783.jpg,0,0,0,3.302402E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_31_850.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_31_850.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_31_850.jpg,0,0,0,2.464743E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_31_917.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_31_917.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_31_917.jpg,0,0,0,7.099374E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_31_984.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_31_984.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_31_984.jpg,0,0,0,2.376532E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_32_051.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_32_051.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_32_051.jpg,0,0,0,3.027862E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_32_118.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_32_118.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_32_118.jpg,0,0,0,3.637688E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_32_186.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_32_186.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_32_186.jpg,0,0,0,1.633488E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_32_254.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_32_254.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_32_254.jpg,0,0,0,3.719127E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_32_321.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_32_321.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_32_321.jpg,0,0,0,1.639674E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_32_388.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_32_388.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_32_388.jpg,0,0,0,1.837312E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_32_456.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_32_456.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_32_456.jpg,0,0,0,5.394003E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_32_524.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_32_524.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_32_524.jpg,0,0,0,6.06135E-06
E:\selfdrive\IMG\center_2021_08_05_16_36_32_592.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_32_592.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_32_592.jpg,0,0,0,1.779348E-05
E:\selfdrive\IMG\center_2021_08_05_16_36_32_661.jpg,E:\selfdrive\IMG\left_2021_08_05_16_36_32_661.jpg,E:\selfdrive\IMG\right_2021_08_05_16_36_32_661.jpg,0,0,0,6.987632E-06
